No;Tanggal ;Tweet_clean;Tweet_stemming;Label_sentiment
324;30/01/2025;Hai Kak Utk lupa password DJP Online saat ini memang sudah tidak ada lagi opsi untuk lupa email Terkait perubahan data berupa email silakan dpt dilakukan secara mandiri dari akun Coretax telepon live chat atau scra langsung ke KPP TksHwan;lupa password djp online opsi lupa email kait ubah data email sila mandiri akun coretax telepon langsung pesan scra langsung kpp tkshwan;Neutral
325;30/01/2025;min tanggal dokumen pada bukti potong coretax itu adalah tanggal Invoice atau faktur pajak kan yah Sedangkan tanggal bukti potong pada coretax adalah tanggal pembuatan bukti potong kan min;admin tanggal dokumen bukti potong coretax tanggal invoice faktur pajak tanggal bukti potong coretax tanggal buat bukti potong admin;Neutral
326;30/01/2025;kak untuk role bisa approve pajak masukan itu nama role nya yg mana yah di coretax;role approve pajak masuk nama role nya coretax;Negative
327;30/01/2025;Hai Kak Mohon maaf atas ketidaknyamanannya Saat ini sistem Coretax masih dalam proses peningkatan kualitas Terkait kendala tsb mohon kesediaan Kakak untuk mencoba secara berkala ya Kak TksHwan;maaf ketidaknyamanannya sistem coretax proses tingkat kualitas kait kendala tsb sedia coba kala tkshwan;Neutral
328;30/01/2025;Hai Kak Apakah ada pemotongan pajak oleh pemberi kerja Jika ada maka harus tetap di lakukan pemotongan ya Kak Layanan Coretax disinkronisasi dengan data Dukcapil Di luar kondisi khusus kendala sinkronisasi Coretax menganggap valid identitas sesuai data Dukcapil TksHwan;potong pajak beri kerja laku potong layan coretax sinkronisasi data dukcapil kondisi khusus kendala sinkronisasi coretax anggap valid identitas sesuai data dukcapil tkshwan;Neutral
329;30/01/2025;Hai Kak Kode pembayaran bukti potong yang dibuat pada ebupot coretax akan secara otomatis digenerate oleh sistem jadi semua kode pembayaran bukti potong pada masa tersebut akan dibuat secara otomatis menyesuaikan Kode Akun Pajak KAP yang muncul saat membuat bukti potong pada;kode bayar bukti potong ebupot coretax otomatis digenerate sistem kode bayar bukti potong otomatis sesuai kode akun pajak kap muncul bukti potong;Negative
330;30/01/2025;Hai Kak Silakan dipastikan langkah yg dilakukan sudah sesuai ya Kak Validasi SSP atas PPh Final Pengalihan Hak atas Tanah danatau Bangunan melalui Coretax dapat diakses sesuai langkah berikut ya Kak Login ke laman Pilih menu Layanan Wajib;sila langkah sesuai validasi ssp pph final alih hak tanah danatau bangun coretax akses sesuai langkah login laman pilih menu layan wajib;Neutral
331;30/01/2025;Hai Kak Apakah yg Kakak maksud tidak bisa log in pada laman coretax Jika iya silakan Kakak melakukan reset password dgn klik Lupa Kata Sandi kemudian inputkan NPWP digit emailnomor HP captcha dan pernyataan Setelah berhasil reset password silakan Kakak coba login;maksud log masuk laman coretax sila reset password klik lupa sandi inputkan npwp digit emailnomor seluler captcha nyata hasil reset password sila coba login;Neutral
332;30/01/2025;Hai Kak Mohon maaf atas ketidaknyamanannya Boleh disebutkan notifikasi lengkapnya apa Silakan dipastikan apakah NIK tersebut sudahpemadananaktivasi NIK sebagai NPWPbelum registrasi akun Coretax Jika belum terdaftar dan tidak berkenan mendaftarkan diri pegawai tersebut;maaf ketidaknyamanannya notifikasi lengkap sila nik sudahpemadananaktivasi nik npwpbelum registrasi akun coretax daftar kenan daftar pegawai;Neutral
333;30/01/2025;lu olang pada punya pikiran gaksi yakali yg karyawan nya ribuan harus pemadanan NPWP di coretaxnya masing engga autogenerate yg bener aje loo gimana ini bupot pph per bulannya kalo tiap karyawan disuruh pemadanan npwp ke coretax kocaK;olang pikir gaksi yakali karyawan nya ribu padan npwp coretaxnya engga autogenerate aje loo bupot pph bulan karyawan suruh padan npwp coretax kocak;Negative
334;30/01/2025;Infokan cara aktivasi coretax bagi yang belum terdaftar wkwk Aku ngeregister satu NIK aja ga berhasil sampe sekarang;info aktivasi coretax daftar tertawa ngeregister nik hasil;Neutral
335;30/01/2025;Halo ijin bertanya sya mau buat bukti potong PPh atas tenaga harian buruh yang nik nya tidak terbaca di coretax apakah ada solusi selain meminta mreka aktivasi di coretax Karena mengingat mereka tidak mengerti soal coretax Tks;halo ijin sya bukti potong pph tenaga hari buruh nik nya baca coretax solusi mreka aktivasi coretax erti coretax terima kasih;Negative
336;30/01/2025;ni siapa sih yang bikin coretax Min ini gimana ya sudah coba pakai NIK No NPWP dan NITKU juga tidak bisa Sudah aktivasi DJP Online;coretax admin coba pakai nik nomor npwp nitku aktivasi djp online;Neutral
337;30/01/2025;Hai Kak Pada dasarnya NIK dapat tervalidasi sepanjang sudah melakukan pemadanan atau Aktivasi NIK sebagai NPWP Pastikan NIK tsb sudah terdaftaraktivasi NIK menjadi NPWP pada sistem Coretax melalui menu Aktivasi Akun Wajib Pajak pada halaman login awal;dasar nik tervalidasi padan aktivasi nik npwp pasti nik tsb terdaftaraktivasi nik npwp sistem coretax menu aktivasi akun wajib pajak halaman login;Neutral
338;30/01/2025;Hai Kak NIK yang belum digunakan untuk aktivasi Akun Coretax tetap dapat dibuatkan Faktur Pajak Keluaran Seperti yang sudah dijelaskan di atas jika pengisian FP di Coretax menggunakan pilihan ID NIK maka kolom NPWP akan otomatis muncul ya Kak Untuk Wajib Pajak yang;nik aktivasi akun coretax buat faktur pajak keluar isi fp coretax pilih id nik kolom npwp otomatis muncul wajib pajak;Neutral
339;30/01/2025;Hai Kak Untuk pendaftaran Wajib Pajak Orang Pribadi dalam negeri kartu NPWP elektronik akan dikirimkan ke email setelah Kakak berhasil melakukan pendaftaran di website Dalam hal Kakak belum menerima email kartu NPWP elektronik silakan login coretax;daftar wajib pajak orang pribadi negeri kartu npwp elektronik kirim email hasil daftar situs terima email kartu npwp elektronik sila login coretax;Neutral
340;30/01/2025;kak cara ubah alamat utama npwp di coretax gimana yaa;ubah alamat utama npwp coretax ya;Neutral
341;30/01/2025;solusi NIK tidak ditemukan coretax ebupot mp not issued;solusi nik temu coretax ebupot mp not issued;Neutral
342;30/01/2025;Data saya kok tidak Valid Kak Sehingga registrasi coretax npwp istri saya gak bisa Mohon penjelasan;data valid registrasi coretax npwp istri jelas;Negative
343;30/01/2025;siang kalau kita mau login akun pajak perorangan di coretax dan lupain kata sandi tapi email dan nomor hp yang lama sudah mati itu solusinya gimana ya;siang login akun pajak orang coretax lupain sandi email nomor seluler mati solusi;Negative
344;30/01/2025;ribet banget njir mau bikin retur pm di coretax;ribet banget njir retur pm coretax;Negative
345;30/01/2025;Hai Kak Jika NPWP istri gabung NPWP Suami maka tidak ada kewajiban untuk akses akun coretax tetapi jika istri perlu akses akun coretax karena sbg PIC silakan cek terlebih dahulu pada menu family tax unit FTU di profil suami Jika data istri sudah ada silakan pilih;npwp istri gabung npwp suami wajib akses akun coretax istri akses akun coretax pic sila periksa menu family tax unit ftu profil suami data istri sila pilih;Neutral
346;30/01/2025;Saya malu jika ingat ini Jejak digital digital dustanya yang terlambat kita sadari Tapi herannya ternak Mulyono masih saja percaya Ratusan investor IKN ternyata nol Mega Abidzar Ular Kayu banjir Kepala BNN RI Purnomo Coretax;malu jejak digital digital dusta lambat sadar heran ternak mulyono percaya ratus investor ikn nol mega abidzar ular kayu banjir kepala bnn cari purnomo coretax;Negative
347;30/01/2025;Hai Kak Sepanjang memang terdapat transaksi yg dikenai pemotonganpemungutan PPh maka tetap bisa ya Kak Coretax merupakan sistem administrasi layanan DJP untuk memberikan kemudahan bagi WP dlm melaksanakan hak dan kewajiban perpajakannya Taxmin sarankan untuk segera;transaksi kena pemotonganpemungutan pph coretax sistem administrasi layan djp mudah wajib pajak dlm laksana hak wajib paja admin saran;Neutral
348;30/01/2025;dear min bantu jawab dongatau teman teman yang lihat postinganku tolong bantu jawab cara menghitung dpp nilai lain di coretax gimana sih kan rumusnya jumlah harga bener gak apakah harga satuan kita bagi dulu;hormat admin bantu dongatau teman teman lihat postinganku tolong bantu hitung dpp nilai la coretax rumus harga harga satu;Neutral
349;30/01/2025;mau tanya nik istri yang gabung dengan suami sudah saya aktivasi ke coretax sudah bisa buka coretax istri sendiri Tapi skrg mau dipisah kewajibannya alias mau MT Caranya gimana y;nik istri gabung suami aktivasi coretax buka coretax istri pisah wajib alias makan teman ya;Negative
350;30/01/2025;Hai Kak Terkait hal tersebut tidak dapat diajukan Pbk Silakan ajukan pengembalian kelebihan pembayaran pajak yang seharusnya tidak terutang Untuk permohonan melalui Coretax silakan bisa lihat di video berikut TksJALU;kait aju pbk sila aju kembali lebih bayar pajak utang mohon coretax sila lihat video tksjalu;Neutral
351;30/01/2025;Kakak dapat mengajukan permohonan pengaktifan kembali NPWP melalui coretax Silakan pilih menu Portal Saya gt Perubahan Status gt Pengaktifan Kembali Wajib Pajak Nonaktif Video tutorial sebagai berikut Selain melalui coretax Kakak juga bisa mengajukan;aju mohon aktif npwp coretax sila pilih menu portal ubah status aktif wajib pajak nonaktif video tutorial coretax aju;Neutral
352;30/01/2025;Padahal klau cek dari prepopulated di efaktur coretax data PIB itu muncul tapi pilihan pengkreditan hnya bisa di des Mohon bantuannya solusinya Terima kasih;periksa prepopulated efaktur coretax data pib muncul pilih kredit hnya des bantu solusi terima;Negative
353;30/01/2025;Itu aplikasi coretax ngaco kaget gak dia bang;aplikasi coretax kacau kaget bang;Negative
354;30/01/2025;mohon tanya gmn caranya buat billing di coretax utk bayar pph final atas deviden yg diterima org pribadi thanks;gmn billing coretax bayar pph final deviden terima orang pribadi terima kasih;Negative
355;30/01/2025;Hai Kak Silakan masuk ke akun Coretaxgtklik menu portal sayagtdokumen sayagtklik tombol Hasilkan Dokumen Setelah itu seharusnya akan muncul dokumen NPWP elektronik Kakak TksAhra;sila masuk akun coretaxgtklik menu portal sayagtdokumen sayagtklik tombol hasil dokumen muncul dokumen npwp elektronik tksahra;Neutral
356;30/01/2025;gue sampe dengerin maher zain demi menekan amarah ngurusin coretax;dengerin maher zain tekan amarah ngurusin coretax;Negative
357;30/01/2025;Hai Kak Apakah saat ini masih terkendala Mohon maaf atas ketidaknyamanannya Silakan Kakak coba halhal berikut sebelum mengakses Coretax DJP clear cookies amp cache pada browser gunakan private window Mozillaincognito window Chrome gunakan;kendala maaf ketidaknyamanannya sila coba halhal akses coretax djp cookies cache browser private window mozillaincognito window chrome;Neutral
358;30/01/2025;Hai Kak Berdasarkan PENGPJ Pemberlakuan pemusatan tempat PPN terutang scr jabatan pd tempat tinggal atau tempat kedudukan akan dilakukan bersamaan dengan implementasi Sistem Inti Administrasi Perpajakan Coretax yg akan ditentukan lebih lanjut oleh DJP Mulai;dasar pengpj laku pusat ppn utang jabat tinggal duduk sama implementasi sistem inti administrasi paja coretax tentu djp;Negative
359;30/01/2025;Mohon maaf apabila saat ini aplikasi coretax belum seluruhnya pembulatan ke bawah sesuai dengan ketentuan di PERPJ Silakan pembuatan dapat mengikuti nominal pembulatan sesuai aplikasi coretaxnya ya Kak;maaf aplikasi coretax bulat sesuai tentu perpj sila buat ikut nominal bulat sesuai aplikasi coretaxnya;Neutral
360;30/01/2025;D Lulusan Sastra Jepang tapi gayagayaan belajar Coretax alhasil migren kan lu;lulus sastra jepang gayagayaan ajar coretax alhasil migren;Negative
361;30/01/2025;Hai Kak Mohon maaf atas ketidaknyamanannya Kak Pastikan NIK tersebut harus sudah ada pada sistem coretax Secara umum apabila Faktur Pajak mengalami status savedinvalid dapat dikarenakan ada data yang gagal divalidasi salah passphrase;maaf ketidaknyamanannya pasti nik sistem coretax faktur pajak alami status savedinvalid data gagal divalidasi salah passphrase;Negative
362;30/01/2025;Hai Kak Mohon maaf atas ketidaknyamanannya Saat ini beberapa layanan WP di Coretax dalam proses penyempurnaan dan peningkatan kualitas oleh tim terkait Untuk kendala tsb mohon kesediaannya untuk mencoba secara berkala ya Kak Dalam hal seharusnya terdapat kode Cap tapi;maaf ketidaknyamanannya layan wajib pajak coretax proses sempurna tingkat kualitas tim kait kendala tsb sedia coba kala kode cap;Neutral
363;30/01/2025;Hai Kak Saat ini tidak ada tombol gross up di pembuatan Bupot PPh Pasal di coretax Untuk update ke depan belum dapat kami informasikan mohon kesediaan untuk menunggu update lebih lanjut TksLupi;tombol gross up buat bupot pph pasal coretax baru informasi sedia tunggu baru tkslupi;Neutral
364;30/01/2025;Jika iya silakan pastikan kembali pengisian ID Pengguna menggunakan format NPWP digitNIK dan silakan dicoba kembali secara berkala ya Kak Silakan Kakak mencoba langkah berikut sebelum mengakses situs Coretax Clear cache amp cookies pada browser Gunakan Private;sila pasti isi id guna format npwp digitnik sila coba kala sila coba langkah akses situs coretax cache cookies browser private;Neutral
365;30/01/2025;Kak apa proses sinkronisasi FP Masukan belum selesai Karena sampai saat ini saya input RM u FP masih belum bisa FP sudah di kreditkan tapi di PM CoreTax statusnya masih Approved saja Sampai kpn ya ini Kak Retur saya belum bisa di input;proses sinkronisasi fp masuk selesai input rm fp fp kredit pm coretax status approved retur input;Neutral
366;30/01/2025;Hai Kak Silakan ada yang bisa dibantu Kak Boleh diinformasikan detail kendalapertanyaan Kakak seperti apa Kak Apakah terkait kendala pada proses Lupa Kata Sandi pada Coretax;sila bantu informasi detail kendalapertanyaan kait kendala proses lupa sandi coretax;Neutral
367;30/01/2025;Laman Coretax merupakan Website yang dapat Kakak akses melalui ya Kak Untuk akses coretax pertama kali jika sudah terdaftar NPWP dan sudah memiliki akun DJP Online silakan klik Lupa Kata Sandi pada laman Namun jika belum;laman coretax situs akses akses coretax kali daftar npwp milik akun djp online sila klik lupa sandi laman;Neutral
368;30/01/2025;Ini coretax djp down apa bagaimana stres saya lama lama ga bisa di akses djp ga keluar kode verifikasi coretax login klik menu pph keluar sendiri capek banget sumpah;coretax djp down stres akses djp kode verifikasi coretax login klik menu pph capek banget sumpah;Negative
369;30/01/2025;Hai Kak Apabila WNA tersebut telah memenuhi syarat subjektif sesuai Pasal ayat UU PPh dan objektif sesuai Pasal ayat UU PPh maka wajib untuk mendaftar NPWP ya Kak sesuai gambar terlampir Untuk WNA tsb ingin mendaftarkan NPWP dan ingin mengakses coretax namun;wna penuh syarat subjektif sesuai pasal ayat uu pph objektif sesuai pasal ayat uu pph wajib daftar npwp sesuai gambar lampir wna tsb daftar npwp akses coretax;Neutral
370;30/01/2025;Hai Kak Apakah error tersebut muncul untuk satu NIK saja atau untuk beberapa NIK Kak Silakan pastikan bahwa NIK tersebut sudah didaftarkan pada Coretax Jika sudah dipastikan terdaftar pada Coretax namun masih mengalami kendala yang sama Kakak dapat menghubungi KPP untuk;error muncul nik nik sila pasti nik daftar coretax daftar coretax alami kendala hubung kpp;Neutral
371;30/01/2025;Mjb bikin billing atas tagihan pajak di coretax kak Kalau bikin billing secara mandiri kode itu memang gak muncul;mjb billing tagih pajak coretax billing mandiri kode muncul;Neutral
372;30/01/2025;Berarti WP Batam sebagai Pembeli di CoreTax ini mulai harus tetap input retur masukan ya Kak Baiklah terima kasih;wajib pajak batam beli coretax input retur masuk baik terima;Neutral
373;30/01/2025;min gw mau input ebupot pph ni orang ada skb tp kok d ebupot coretax ga ada pilihan skb nya cuma ada tanpa fasalitas dan dtp doang;admin input ebupot pph orang skb ebupot coretax pilih skb nya fasalitas dtp doang;Negative
374;30/01/2025;min saya mau ada PBK pph masa Desember ke tahun PBK dilakukan di coretax ya min Mekanisme nya bagaimana ya min;admin pbk pph desember pbk coretax admin mekanisme nya admin;Neutral
375;30/01/2025;Hai Kak Mohon maaf atas ketidaknyamanannya Sepanjang FP memuat keterangan sesuai Pasal PMK Tahun maka FP telah memenuhi ketentuan Saat ini coretax sedang dlm tahap peningkatan kualitas layanan oleh unit terkait DJP berkomitmen menyelesaikan kendala ini sesegera;maaf ketidaknyamanannya fp muat terang sesuai pasal pmk fp penuh tentu coretax dlm tahap tingkat kualitas layan unit kait djp komitmen selesai kendala;Neutral
376;30/01/2025;kerjaan gw gada yg jalan bro mau ngurus perpajakan tp coretax belom jelas mau ngurus hal legal ahu kadang error;kerja jalan saudara laki laki urus paja coretax urus legal ahu kadang error;Negative
377;30/01/2025;Saat pegawai ingin mendaftarkan sebagai kuasa mengapa muncul kesalahn berikut ya di coretax;pegawai daftar kuasa muncul kesalahn coretax;Negative
378;30/01/2025;Hai Kak Apakah Bupot PPh nya dibuat melalui laman Coretax Jika iya NIK tidak valid kemungkinan karena NIK belum padan dengan NPWP Wanita kawin yg NPWPnya gabung dengan suami namun belum masuk dalam Data Unit Keluarga atau Orang pribadi yg belum memenuhi;bupot pph nya laman coretax nik valid nik padan npwp wanita kawin npwpnya gabung suami masuk data unit keluarga orang pribadi penuh;Negative
379;30/01/2025;hallo minmau tanya kalo retur faktur di jan coretax apakah dy ga kebacakarena no fakturnya disini tidak ditemukansy ada mau retur faktur soalnya Terima kasih sebelumnya;hallo minmau retur faktur jan coretax dy kebacakarena nomor faktur ditemukansy retur faktur terima;Negative
380;30/01/2025;coretax baru gue puji lancar eh sekarang kek tai lagi;coretax puji lancar eh kayak kotor;Negative
381;30/01/2025;Hai Kak Mohon maaf atas ketidaknyamanannya Terkait kendala yang disampaikan tersebut silakan coba lakukan beberapa hal berikut sebelum mengakses laman Coretax Clear cookies and cache pada browser Gunakan private window Firefox incognito window Chrome Gunakan;maaf ketidaknyamanannya kait kendala sila coba laku akses laman coretax cookies and cache browser private window firefox incognito window chrome;Neutral
382;30/01/2025;skrng timbang mau upload aja susah bgt ajg baru juga kelar liburan nih coretax udah bikin emosi aja;timbang upload susah banget anjing kelar libur coretax emosi;Negative
383;30/01/2025;Hai Kak Bisa informasikan NIK tidak valid di coretax tersebut muncul pada proses apa Apakah dalam proses lupa kata sandiaktivasi akun wajib pajaklogin atau untuk pembuatan bukti potong PPh TksZama;informasi nik valid coretax muncul proses proses lupa sandiaktivasi akun wajib pajaklogin buat bukti potong pph tkszama;Negative
384;30/01/2025;Emang webnya kocak banget kek masih belum siap Mana loading mulu lagi Daritadi kepala mau pecah gara ngulik coretax;webnya kocak banget kayak tunggu daritadi kepala pecah gara ngulik coretax;Negative
385;30/01/2025;apakah bisa bila saya menggunakan TIN ini untuk NIK beberapa karyawan yang belum terdaftar di coretax;tin nik karyawan daftar coretax;Negative
386;30/01/2025;halo kak untuk daftar NPWP badan kok gagal registrasi terus ya kesalahan gitu terus dr coretax bingung banget;halo daftar npwp badan gagal registrasi salah gitu coretax bingung banget;Negative
387;30/01/2025;Hai Kak Jika retur terjadi di Januari maka pembuatan nota retur dilakukan melalui Coretax Silakan pastikan data FP Masukan Tahun tersebut sudah ada datanya akun coretax pembeli pada menu FP Masukan Jika sudah ada pastikan juga status pajak masukan tersebut adalah;retur januari buat nota retur coretax sila pasti data fp masuk data akun coretax beli menu fp masuk pasti status pajak masuk;Negative
388;30/01/2025;Hai Kak Untuk pengajuan permohonan yang sebelumnya diakses melalui menu KSWP DJP Online kini diakses melalui laman Coretax Untuk panduan silakan dapat diakses melalui Setelah login Coretax Kakak masuk ke menu Layanan Wajib Pajak gt Layanan;aju mohon akses menu kswp djp online akses laman coretax pandu sila akses login coretax masuk menu layan wajib pajak layan;Neutral
389;30/01/2025;Hai Kak Dalam hal yang dimaksud adalah bukti potong pada sistem coretax yang sudah masuk ke menu telah terbit maka silakan klik simbol PDF bukan simbol PDF dibagian atas pada tiap bukti potong TksWana;bukti potong sistem coretax masuk menu terbit sila klik simbol pdf simbol pdf bagi bukti potong tkswana;Neutral
390;30/01/2025;Hai Kak Silakan gunakan NPWPNIK Jika pembuatan Bukti Potong dgn NIK yg belum terdaftar NPWP pastikan NIK sudah ditambahkan ke sistem coretax dengan cara pengguna barudaftar disini dan klik hanya memilihregister only Hal ini agar NIK terdaftar disistem Coretax tanpa;sila npwpnik buat bukti potong nik daftar npwp pasti nik sistem coretax guna barudaftar klik memilihregister only nik daftar sistem coretax;Neutral
391;30/01/2025;Hai Kak Apabila pengembalianretur terjadi mulai Januari maka nota retur diinput melalui coretax Adapun secara umum pengurangan Pajak Masukan dilakukan pada Masa Pajak saat terjadinya Pengembalian BKP danatau Pembatalan JKP ya Kak Aturan terkait retur saat ini dapat;pengembalianretur januari nota retur diinput coretax kurang pajak masuk pajak kembali bkp danatau batal jkp atur kait retur;Negative
392;05/02/2025;Min kok lebih bayar atas SPT PPN Masa ga masuk di coretax ya;admin bayar ppn masuk coretax;Negative
393;05/02/2025;Coretax error kah Gag muncul tarif ppn nya mana invoice Januari blom baru sampe pertengahan yg udh baru diinput;coretax error kah muncul tarif ppn nya invoice januari tengah diinput;Negative
394;05/02/2025;min aku mau login coretax buat perusahaan itu gagal terus gimana ya min Mohon pencerahannya min;admin login coretax usaha gagal admin cerah admin;Negative
395;05/02/2025;min dari hari lalu mau daftar akun coretax yg hanya registrasi sudah sampai tahap ke centang pernyataan ajukan permohonan selalu loading mutar terus sistem nya lagi bermasalah kah mau daftar utk nik karyawan pn jadi terhambat semua;admin daftar akun coretax registrasi tahap centang nyata aju mohon tunggu putar sistem nya masalah kah daftar nik karyawan pn hambat;Negative
396;05/02/2025;HUAA LAMA GILA GUA udh bbrp hari ini coretax gangguan mulu bjirr kerjaan gue makin numpukk woyy lah benerin sistem lu;huaa gila coretax ganggu kerja numpukk woyy benerin sistem;Negative
397;05/02/2025;Di grup Badan usaha yg dibawahi oleh KPP semua mengeluh sulitnya memproses faktur pajak dll lewat coretax Helpdesk KPP sama sekali tidak membantu karena sama kesulitan proses coretax;grup badan usaha bawah kpp keluh sulit proses faktur pajak coretax helpdesk kpp bantu sulit proses coretax;Neutral
398;05/02/2025;min pembulatan di Coretax berbeda dengan di DJP Online Saya menemukan selisih ketika hitung untuk PPh Seperti apa mekanismenya ya Harus ikutin yang mana;admin bulat coretax beda djp online temu selisih hitung pph mekanisme ikutin;Neutral
399;05/02/2025;perusahaan perusahaan jg mesti demo sih grgr nih coretax jadi susah duit masuk nagih orang gak bisa tanpa faktur;usaha usaha mesti demo grgr coretax susah uang masuk nagih orang faktur;Negative
400;05/02/2025;Asli nanya jangan dibully yaa kalau pelaporan SPT pribadi itu pakai coretax juga atau masih pakai jalur lama yg biasa aja;asli nanya dibully ya lapor pribadi pakai coretax pakai jalur;Negative
401;05/02/2025;Jelek bangett ini coretax aarghh lemot bgt;jelek coretax aarghh lelet banget;Negative
402;05/02/2025;Coretax ini emang betull biasanya tanggal segini udah slow kerjaan eh masih repot aja ngurusin coretax ini banyak banget template upload nya;coretax betull tanggal slow kerja eh repot ngurusin coretax banget template upload nya;Negative
403;05/02/2025;Min bilangin ke pembuat kebijakan kalo mau pindah dari djp online ke coretax Pastiin dulu coretax udh siap di pakai;admin bilangin buat bijak pindah djp online coretax pastiin coretax pakai;Negative
404;05/02/2025;coretax grgr lo tagihan gue pada macet semua asu;coretax grgr tagih macet anjing;Negative
405;05/02/2025;Sama kerjaan integrasi sama coretax yang masih labil sistemnya;kerja integrasi coretax labil sistem;Negative
406;05/02/2025;pindah haluan aja kali ya gue gakusah jadi payroll lg bangke lah grgr coretax ini jadi ribet bgt lapor spt masa karyawan;pindah haluan kali gakusah payroll bangkai grgr coretax ribet banget lapor karyawan;Negative
407;05/02/2025;Sama aku sih dibiarin lawan transaksinya blm ada protes juga kayanya sama sama udah pusing dengan coretax;dibiarin lawan transaksi protes kaya pusing coretax;Negative
408;05/02/2025;sepertinya coretax capek ya SAMA KITA JUGA  lagian aplikasi belom siap keburu dirilis aja;coretax capek aplikasi lanjur rilis;Negative
409;05/02/2025;Tidak selamanya bikin faktur pajak di coretax malam itu lancar bro sis waktu menunjukan WIB dan website coretax hanya berputar dan berputar Tadi jam malam lancar masuk jam malam create fakturnya ilang wadidaw;faktur pajak coretax malam lancar saudara laki laki sis tunjuk wib situs coretax putar putar jam malam lancar masuk jam malam create faktur hilang wadidaw;Negative
410;05/02/2025;Halo min bagaimana cara pengisian xml utk FP digunggung di coretax Apakah ID pembeli bs diisi karena gamungkin kita minta NIK pembeli;halo admin isi xml fp gunggung coretax id beli isi gamungkin nik beli;Negative
411;05/02/2025;tadi disuruh nyoba buka web coretax dan yapp error broo lagi dihentikan sementara kocak;suruh coba buka situs coretax yapp error broo henti kocak;Negative
412;06/02/2025;Bikin NPWP pake Online Coretax aja Down Datang ke Kantornya bilang sudah coba pakai Online Silahkan pakai Online dulu Apakah bisa langsung dibuat disini Sama Ka kaya online disini juga Mau taat pajak aja dipersulit hey djp Asia Afrika Bdg;npwp pakai online coretax down kantor bilang coba pakai online silah pakai online langsung kayak online taat pajak sulit djp asia afrika bandung;Negative
413;06/02/2025;Bang tolong dibahas mendalam dgn ahli IT terkait program Coretax yg katanya menelan anggaran T dgn konsultan asing tp kualitas kaya begginer pembuat program atau kata byk org IT cm kelas program standar kalah deh kelancarannya dgn program online shopping Terimakasih bang;bang tolong bahas dalam ahli it kait program coretax tel anggar konsultan asing kualitas kayak begginer buat program bak orang it kelas program standar kalah lancar program online shopping terima kasih bang;Negative
414;06/02/2025;Masih error juga pas sampe subuh Coretax bener nyusahin Kli mau ada update kasih notif kek yg proper jgn cuma pop up warning yg buat kita orng awam ngiranya cuma error biasa;error pas subuh coretax nyusahin kli baru notif kayak proper pop up warning orang awam ngiranya error;Negative
415;06/02/2025;Halo saya mau login coretax untuk reset password tetapi emailnya untuk reset password tidak muncul ada yang masuk sudah coba beberapa kali;halo login coretax reset password email reset password muncul masuk coba kali;Neutral
416;06/02/2025;Kak tau gak laporan bendahara pun macet gara gara coretax juga padahal masalahnya simpel coretax ini dari awal release belum melakukan interkoneksi ke aplikasi aplikasi kementerian keuangan lain;lapor bendahara macet gara gara coretax simpel coretax release interkoneksi aplikasi aplikasi menteri uang la;Neutral
417;06/02/2025;selamat pagi sebelumnya saya belum memiliki npwp dan hanya registrasi di coretax namun saat ini di perusahaan saya diharuskan memiliki npwp nah bagaimana cara aktivasi npwp di coretax yang sudah terlanjur hanya registrasi pada menu apa atau harus datang ke kpp;selamat pagi milik npwp registrasi coretax usaha harus milik npwp aktivasi npwp coretax lanjur registrasi menu kpp;Neutral
418;06/02/2025;mau tanya bagaimana cara ganti alamat email djponline cabang Karna email lama sudah tidak aktif sdgkn cabang masih perlu login djponline utk pembetulan spt masa pph Apakah cabang harus melakukan registrasi coretax dgn npwp cabang utk perubahan data Trims;ganti alamat email djponline cabang email aktif cabang login djponline betul pph cabang registrasi coretax npwp cabang ubah data terima kasih;Neutral
419;06/02/2025;GARA GARA CORETAX EROR MULU GUE KERJA TENGAH MALEM MULU BIAR BISA AKSES CORETAX NYUSAHIN DEMI ALLAH GUE GA RIDHO DAN MERASA TERZOLIMI SAMA KALIAN;gara gara coretax error kerja malam biar akses coretax nyusahin allah ridho terzolimi;Negative
420;06/02/2025;jam segini coretax masih gak bisa kebuka der muter mulu bagus klo bisa buka menu ini tombol menu kagak muncul sekali di refresh error langsung jam w tungguin gini aja terus;jam coretax buka der muter bagus buka menu tombol menu muncul ulang error langsung jam w tungguin gin;Negative
421;06/02/2025;CORETAX ANJINGG TOLOL GOBLOK JAM SEGINI GAK BISA DI PDFIN PPHNYA KERJA GOBLOKK;coretax anjingg tolol bodoh jam pdfin pphnya  kerja goblokk;Negative
422;06/02/2025;kring pajak halo min saya sudah buat bupot unifikasi di coretax yg terdiri dari masa dan jasa Namun kenapa saat di posting menjadi SPT dan id billing hanya ada saja ya padahal bukpotnya sdh benar;kring pajak halo admin bupot unifikasi coretax jasa posting id billing bukpotnya;Negative
423;06/02/2025;Solusi nomor suket tidak ditemukan di aplikasi mitra atr bpn padahal data yg di input sudah benar dan valid oleh KPP penerbi;solusi nomor suket temu aplikasi mitra atr bpn data input valid kpp penerbi;Neutral
424;07/02/2025;Padahal baru masuk awal februari ya Tambahan sistem coretax dgn anggaran T menghambat setoran pajak awal tahun;masuk februari tambah sistem coretax anggar hambat setor pajak;Negative
